"x"
"8238_Rep1_PCR_001_LIG_4_RT_73"
"7305_Rep1_PCR_001_LIG_9_RT_66"
"6195_Rep2_PCR_001_LIG_10_RT_121"
"7419_Rep1_PCR_001_LIG_13_RT_48"
"7471_Rep1_PCR_001_LIG_13_RT_49"
"8268_Rep1_PCR_001_LIG_13_RT_84"
"7471_Rep2_PCR_001_LIG_18_RT_145"
"8278_Rep1_PCR_001_LIG_20_RT_87"
"7382_Rep2_PCR_001_LIG_23_RT_134"
"8239_Rep1_PCR_001_LIG_25_RT_74"
"7199_Rep1_PCR_001_LIG_36_RT_40"
"7133_Rep2_PCR_001_LIG_45_RT_124"
"7064_Rep1_PCR_001_LIG_47_RT_6"
"8238_Rep1_PCR_001_LIG_48_RT_73"
"8269_Rep1_PCR_001_LIG_49_RT_85"
"8268_Rep1_PCR_001_LIG_50_RT_84"
"8278_Rep1_PCR_001_LIG_51_RT_87"
"7382_Rep2_PCR_001_LIG_51_RT_134"
"7296_Rep1_PCR_001_LIG_55_RT_64"
"7372_Rep1_PCR_001_LIG_59_RT_15"
"7518_Rep1_PCR_001_LIG_59_RT_52"
"7518_Rep2_PCR_001_LIG_60_RT_148"
"7296_Rep1_PCR_001_LIG_62_RT_64"
"7094_Rep2_PCR_001_LIG_64_RT_107"
"6195_Rep2_PCR_001_LIG_68_RT_121"
"7411_Rep2_PCR_001_LIG_72_RT_140"
"8258_Rep1_PCR_001_LIG_73_RT_80"
"7092_Rep2_PCR_001_LIG_73_RT_106"
"7471_Rep1_PCR_001_LIG_78_RT_49"
"7471_Rep1_PCR_001_LIG_81_RT_49"
"7518_Rep1_PCR_001_LIG_81_RT_52"
"7296_Rep1_PCR_001_LIG_90_RT_64"
"7102_Rep1_PCR_001_LIG_94_RT_14"
"8268_Rep1_PCR_001_LIG_95_RT_84"
"8238_Rep2_PCR_001_LIG_97_RT_169"
"7518_Rep1_PCR_001_LIG_98_RT_52"
"8268_Rep1_PCR_001_LIG_100_RT_84"
"7458_Rep1_PCR_001_LIG_101_RT_47"
"6925_Rep1_PCR_001_LIG_103_RT_27"
"7209_Rep2_PCR_001_LIG_103_RT_142"
"7356_Rep1_PCR_001_LIG_108_RT_12"
"6195_Rep1_PCR_001_LIG_109_RT_25"
"7199_Rep1_PCR_001_LIG_110_RT_40"
"7306_Rep1_PCR_001_LIG_112_RT_67"
"7098_Rep1_PCR_001_LIG_116_RT_13"
"7092_Rep1_PCR_001_LIG_118_RT_10"
"7917_Rep1_PCR_001_LIG_118_RT_54"
"7287_Rep1_PCR_001_LIG_118_RT_62"
"7328_Rep1_PCR_001_LIG_124_RT_72"
"7282_Rep2_PCR_001_LIG_126_RT_157"
"6195_Rep2_PCR_001_LIG_127_RT_121"
"7107_Rep1_PCR_001_LIG_128_RT_17"
"7282_Rep1_PCR_001_LIG_130_RT_61"
"7306_Rep2_PCR_001_LIG_137_RT_163"
"7258_Rep1_PCR_001_LIG_144_RT_55"
"7072_Rep1_PCR_001_LIG_145_RT_8"
"7377_Rep1_PCR_001_LIG_148_RT_22"
"7288_Rep1_PCR_001_LIG_148_RT_63"
"7202_Rep1_PCR_001_LIG_149_RT_41"
"7120_Rep2_PCR_001_LIG_149_RT_117"
"7458_Rep2_PCR_001_LIG_150_RT_143"
"7077_Rep2_PCR_001_LIG_154_RT_105"
"7202_Rep1_PCR_001_LIG_155_RT_41"
"7382_Rep2_PCR_001_LIG_155_RT_134"
"7158_Rep1_PCR_001_LIG_160_RT_31"
"9569_Rep1_PCR_001_LIG_160_RT_90"
"7288_Rep1_PCR_001_LIG_164_RT_63"
"7162_Rep1_PCR_001_LIG_165_RT_33"
"8239_Rep1_PCR_001_LIG_174_RT_74"
"7133_Rep1_PCR_001_LIG_175_RT_28"
"7120_Rep2_PCR_001_LIG_175_RT_117"
"7094_Rep2_PCR_001_LIG_177_RT_107"
"7166_Rep1_PCR_001_LIG_178_RT_36"
"7518_Rep1_PCR_001_LIG_179_RT_52"
"7092_Rep2_PCR_001_LIG_181_RT_106"
"8235_Rep2_PCR_001_LIG_182_RT_153"
"7382_Rep2_PCR_001_LIG_183_RT_134"
"7244_Rep1_PCR_001_LIG_186_RT_53"
"7471_Rep2_PCR_001_LIG_189_RT_145"
"7125_Rep1_PCR_001_LIG_192_RT_23"
"7231_Rep1_PCR_002_LIG_2_RT_51"
"7305_Rep2_PCR_002_LIG_4_RT_162"
"7917_Rep1_PCR_002_LIG_17_RT_54"
"8244_Rep1_PCR_002_LIG_23_RT_77"
"7430_Rep2_PCR_002_LIG_29_RT_141"
"7094_Rep2_PCR_002_LIG_40_RT_107"
"8238_Rep2_PCR_002_LIG_40_RT_169"
"8241_Rep2_PCR_002_LIG_45_RT_171"
"7404_Rep1_PCR_002_LIG_46_RT_43"
"7192_Rep1_PCR_002_LIG_59_RT_39"
"7273_Rep1_PCR_002_LIG_59_RT_58"
"7165_Rep1_PCR_002_LIG_61_RT_35"
"7378_Rep2_PCR_002_LIG_62_RT_133"
"7282_Rep1_PCR_002_LIG_67_RT_61"
"6195_Rep2_PCR_002_LIG_72_RT_121"
"8238_Rep1_PCR_002_LIG_74_RT_73"
"8295_Rep2_PCR_002_LIG_81_RT_190"
"8261_Rep2_PCR_002_LIG_86_RT_178"
"7296_Rep1_PCR_002_LIG_87_RT_64"
"8291_Rep2_PCR_002_LIG_93_RT_189"
"7119_Rep1_PCR_002_LIG_99_RT_20"
"7161_Rep1_PCR_002_LIG_99_RT_32"
"7419_Rep1_PCR_002_LIG_102_RT_48"
"6195_Rep2_PCR_002_LIG_108_RT_121"
"7098_Rep1_PCR_002_LIG_111_RT_13"
"8268_Rep1_PCR_002_LIG_111_RT_84"
"7320_Rep1_PCR_002_LIG_112_RT_70"
"7296_Rep1_PCR_002_LIG_113_RT_64"
"7036_Rep2_PCR_002_LIG_119_RT_98"
"8278_Rep2_PCR_002_LIG_120_RT_183"
"7518_Rep1_PCR_002_LIG_124_RT_52"
"7306_Rep2_PCR_002_LIG_125_RT_163"
"8299_Rep1_PCR_002_LIG_126_RT_96"
"7471_Rep2_PCR_002_LIG_128_RT_145"
"7258_Rep1_PCR_002_LIG_135_RT_55"
"7063_Rep1_PCR_002_LIG_141_RT_5"
"7471_Rep2_PCR_002_LIG_142_RT_145"
"8243_Rep1_PCR_002_LIG_144_RT_76"
"6195_Rep2_PCR_002_LIG_150_RT_121"
"7280_Rep2_PCR_002_LIG_154_RT_156"
"8298_Rep1_PCR_002_LIG_156_RT_95"
"6195_Rep2_PCR_002_LIG_158_RT_121"
"7231_Rep2_PCR_002_LIG_161_RT_147"
"7098_Rep2_PCR_002_LIG_164_RT_109"
"7382_Rep1_PCR_002_LIG_167_RT_38"
"7314_Rep1_PCR_002_LIG_168_RT_68"
"8239_Rep2_PCR_002_LIG_171_RT_170"
"7192_Rep1_PCR_002_LIG_174_RT_39"
"7133_Rep1_PCR_002_LIG_183_RT_28"
"7161_Rep1_PCR_003_LIG_2_RT_32"
"8284_Rep1_PCR_003_LIG_3_RT_89"
"8278_Rep2_PCR_003_LIG_10_RT_183"
"7471_Rep1_PCR_003_LIG_12_RT_49"
"7518_Rep1_PCR_003_LIG_21_RT_52"
"6197_Rep1_PCR_003_LIG_22_RT_26"
"8236_Rep2_PCR_003_LIG_33_RT_174"
"7231_Rep2_PCR_003_LIG_35_RT_147"
"7119_Rep1_PCR_003_LIG_37_RT_20"
"7231_Rep1_PCR_003_LIG_38_RT_51"
"8289_Rep2_PCR_003_LIG_38_RT_187"
"7320_Rep2_PCR_003_LIG_46_RT_166"
"7158_Rep2_PCR_003_LIG_48_RT_127"
"7106_Rep1_PCR_003_LIG_51_RT_16"
"7287_Rep2_PCR_003_LIG_51_RT_158"
"7102_Rep1_PCR_003_LIG_54_RT_14"
"8244_Rep1_PCR_003_LIG_55_RT_77"
"7477_Rep1_PCR_003_LIG_66_RT_50"
"7244_Rep1_PCR_003_LIG_66_RT_53"
"7094_Rep1_PCR_003_LIG_67_RT_11"
"7098_Rep2_PCR_003_LIG_69_RT_109"
"7036_Rep2_PCR_003_LIG_72_RT_98"
"7102_Rep1_PCR_003_LIG_78_RT_14"
"6195_Rep2_PCR_003_LIG_80_RT_121"
"7288_Rep1_PCR_003_LIG_87_RT_63"
"8278_Rep2_PCR_003_LIG_91_RT_183"
"8261_Rep1_PCR_003_LIG_92_RT_82"
"7356_Rep2_PCR_003_LIG_99_RT_108"
"7125_Rep1_PCR_003_LIG_100_RT_23"
"7098_Rep1_PCR_003_LIG_110_RT_13"
"7477_Rep1_PCR_003_LIG_110_RT_50"
"7471_Rep2_PCR_003_LIG_117_RT_145"
"7378_Rep2_PCR_003_LIG_119_RT_133"
"7106_Rep1_PCR_003_LIG_126_RT_16"
"8281_Rep1_PCR_003_LIG_127_RT_88"
"7477_Rep1_PCR_003_LIG_135_RT_50"
"8290_Rep2_PCR_003_LIG_135_RT_188"
"7071_Rep1_PCR_003_LIG_137_RT_7"
"7458_Rep1_PCR_003_LIG_142_RT_47"
"7133_Rep2_PCR_003_LIG_145_RT_124"
"8269_Rep2_PCR_003_LIG_145_RT_181"
"7296_Rep1_PCR_003_LIG_146_RT_64"
"8269_Rep1_PCR_003_LIG_161_RT_85"
"7471_Rep2_PCR_003_LIG_175_RT_145"
"8243_Rep1_PCR_003_LIG_187_RT_76"
"7133_Rep1_PCR_004_LIG_7_RT_28"
"7098_Rep1_PCR_004_LIG_11_RT_13"
"7296_Rep1_PCR_004_LIG_13_RT_64"
"7378_Rep2_PCR_004_LIG_19_RT_133"
"6925_Rep1_PCR_004_LIG_37_RT_27"
"7199_Rep1_PCR_004_LIG_37_RT_40"
"7166_Rep2_PCR_004_LIG_37_RT_132"
"7319_Rep2_PCR_004_LIG_43_RT_165"
"7063_Rep1_PCR_004_LIG_49_RT_5"
"7458_Rep1_PCR_004_LIG_49_RT_47"
"7518_Rep1_PCR_004_LIG_58_RT_52"
"7518_Rep1_PCR_004_LIG_62_RT_52"
"7147_Rep1_PCR_004_LIG_68_RT_30"
"7120_Rep2_PCR_004_LIG_68_RT_117"
"7071_Rep1_PCR_004_LIG_69_RT_7"
"7109_Rep1_PCR_004_LIG_69_RT_18"
"7477_Rep1_PCR_004_LIG_69_RT_50"
"7077_Rep2_PCR_004_LIG_70_RT_105"
"7147_Rep2_PCR_004_LIG_77_RT_126"
"7314_Rep1_PCR_004_LIG_82_RT_68"
"7061_Rep1_PCR_004_LIG_83_RT_3"
"7305_Rep1_PCR_004_LIG_91_RT_66"
"7258_Rep1_PCR_004_LIG_92_RT_55"
"7120_Rep1_PCR_004_LIG_97_RT_21"
"7471_Rep1_PCR_004_LIG_98_RT_49"
"7288_Rep1_PCR_004_LIG_100_RT_63"
"8269_Rep1_PCR_004_LIG_105_RT_85"
"7166_Rep1_PCR_004_LIG_111_RT_36"
"6197_Rep2_PCR_004_LIG_111_RT_122"
"7192_Rep2_PCR_004_LIG_111_RT_135"
"7162_Rep1_PCR_004_LIG_112_RT_33"
"7202_Rep1_PCR_004_LIG_113_RT_41"
"8238_Rep1_PCR_004_LIG_116_RT_73"
"8291_Rep1_PCR_004_LIG_124_RT_93"
"7106_Rep1_PCR_004_LIG_126_RT_16"
"7477_Rep1_PCR_004_LIG_136_RT_50"
"8278_Rep1_PCR_004_LIG_140_RT_87"
"7231_Rep1_PCR_004_LIG_141_RT_51"
"7061_Rep2_PCR_004_LIG_143_RT_99"
"8269_Rep1_PCR_004_LIG_145_RT_85"
"8278_Rep1_PCR_004_LIG_149_RT_87"
"7064_Rep2_PCR_004_LIG_153_RT_102"
"7518_Rep1_PCR_004_LIG_154_RT_52"
"7117_Rep1_PCR_004_LIG_158_RT_19"
"7092_Rep2_PCR_004_LIG_162_RT_106"
"8244_Rep1_PCR_004_LIG_178_RT_77"
"7477_Rep2_PCR_004_LIG_188_RT_146"
"7419_Rep1_PCR_004_LIG_192_RT_48"
"7199_Rep1_PCR_005_LIG_7_RT_40"
"7165_Rep2_PCR_005_LIG_9_RT_131"
"7518_Rep1_PCR_005_LIG_12_RT_52"
"7471_Rep1_PCR_005_LIG_17_RT_49"
"7471_Rep1_PCR_005_LIG_19_RT_49"
"7071_Rep1_PCR_005_LIG_21_RT_7"
"7125_Rep1_PCR_005_LIG_30_RT_23"
"7094_Rep2_PCR_005_LIG_34_RT_107"
"7471_Rep1_PCR_005_LIG_38_RT_49"
"7098_Rep2_PCR_005_LIG_54_RT_109"
"7378_Rep2_PCR_005_LIG_59_RT_133"
"8239_Rep1_PCR_005_LIG_60_RT_74"
"6195_Rep2_PCR_005_LIG_65_RT_121"
"7209_Rep1_PCR_005_LIG_70_RT_46"
"7072_Rep1_PCR_005_LIG_88_RT_8"
"8269_Rep1_PCR_005_LIG_90_RT_85"
"7192_Rep1_PCR_005_LIG_95_RT_39"
"7098_Rep1_PCR_005_LIG_97_RT_13"
"8243_Rep1_PCR_005_LIG_101_RT_76"
"7166_Rep1_PCR_005_LIG_104_RT_36"
"7106_Rep1_PCR_005_LIG_106_RT_16"
"7518_Rep1_PCR_005_LIG_106_RT_52"
"7094_Rep1_PCR_005_LIG_113_RT_11"
"7106_Rep1_PCR_005_LIG_113_RT_16"
"7063_Rep1_PCR_005_LIG_117_RT_5"
"7404_Rep1_PCR_005_LIG_118_RT_43"
"7061_Rep2_PCR_005_LIG_119_RT_99"
"8259_Rep2_PCR_005_LIG_119_RT_177"
